-3,PER VEHICLE,2,Opposite,Directional,48.00,15,35.00,AB,Westfir store,4345.466&,N,12229.609&,W,Fred Gerding,5,19,11,14,51,5,24,11,14,44,North,South,F,F,F,F,7.00,T,95.00,F,T,T,T,Best Match,40.00,3.40,117.00,3.40,16.00,7.00,7.00,5.00,30,Div By 2,10,12,24,36,48,60,72,84,96,108,120
-2,"Westfir store","4345.466,N","12229.609,W","Fred Gerding","","","","041311-0101 OMG","Omega","1.25",PER VEHICLE,563.27,05/19/11,14:51:00,05/24/11,14:44:00,2,15
-1,1,"North",121.92,A-A,,Directional
-1,2,"South",121.92,A-A,,Directional
2,05/21/11,18:34:45.65,479.32,2,334.67,334.67
2,05/21/11,18:36:43.76,447.64,2,412.34,412.34
2,05/21/11,18:38:39.84,467.77,2,281.09,281.09
1,05/21/11,18:45:12.50,459.59,2,310.25,310.25
1,05/21/11,18:50:06.89,410.43,2,359.61,359.61
1,05/21/11,18:50:42.51,516.18,2,397.09,397.09
1,05/21/11,18:54:19.43,533.70,2,250.84,250.84
1,05/21/11,18:55:35.86,477.81,2,365.03,365.03
1,05/21/11,19:08:38.90,439.18,2,329.47,329.47
2,05/21/11,19:09:39.81,524.32,2,321.53,321.53
2,05/21/11,19:12:38.45,361.84,2,289.88,289.88
2,05/21/11,19:15:40.00,376.26,3,872.58,288.59,583.99
1,05/21/11,19:16:45.72,484.45,2,277.41,277.41
2,05/21/11,19:19:25.91,359.12,2,274.18,274.18
1,05/21/11,19:26:14.69,416.39,2,274.22,274.22
1,05/21/11,19:26:24.31,356.90,2,275.08,275.08
2,05/21/11,19:28:07.62,336.51,2,272.38,272.38
2,05/21/11,20:04:40.70,471.24,2,415.74,415.74
2,05/21/11,20:04:47.56,403.15,2,289.86,289.86
2,05/21/11,20:08:39.97,368.40,2,271.79,271.79
1,05/21/11,20:21:06.21,446.28,2,265.82,265.82
1,05/21/11,20:22:25.81,649.66,2,272.26,272.26
2,05/21/11,20:23:00.45,450.77,2,277.67,277.67
2,05/21/11,20:28:39.52,346.86,2,313.77,313.77
1,05/21/11,20:34:21.05,405.69,2,300.29,300.29
2,05/21/11,20:36:15.65,510.13,2,314.36,314.36
2,05/21/11,20:36:19.36,571.28,2,332.04,332.04
1,05/21/11,20:42:18.02,437.03,2,252.73,252.73
2,05/21/11,20:45:52.98,551.60,2,266.95,266.95
2,05/21/11,20:52:10.81,482.06,2,371.66,371.66
1,05/21/11,20:58:46.87,455.30,2,267.34,267.34
2,05/21/11,21:16:30.21,360.00,2,272.69,272.69
1,05/21/11,21:18:17.73,473.88,2,271.65,271.65
1,05/21/11,21:30:31.78,484.34,2,254.46,254.46
1,05/21/11,21:38:36.72,319.60,2,292.10,292.10
2,05/21/11,21:43:26.93,450.03,2,289.93,289.93
2,05/21/11,22:05:01.31,521.15,2,301.46,301.46
2,05/21/11,22:09:54.03,517.10,2,267.77,267.77
2,05/21/11,22:11:51.83,460.90,2,257.05,257.05
2,05/21/11,22:18:39.44,522.08,2,313.20,313.20
2,05/21/11,22:33:43.67,484.61,2,257.38,257.38
1,05/21/11,22:37:49.60,459.64,2,254.18,254.18
2,05/21/11,23:36:51.69,374.95,2,309.02,309.02
2,05/21/11,23:58:31.75,472.81,2,276.33,276.33
2,05/22/11,01:10:58.15,401.68,2,360.64,360.64
1,05/22/11,01:27:25.83,390.01,2,274.12,274.12
1,05/22/11,01:30:16.35,435.30,2,352.68,352.68
1,05/22/11,01:45:05.65,604.48,2,302.21,302.21
1,05/22/11,01:47:20.21,532.34,2,272.01,272.01
1,05/22/11,01:50:54.97,524.95,2,272.03,272.03
2,05/22/11,03:23:52.73,674.11,2,282.25,282.25
2,05/22/11,03:33:11.59,475.22,2,278.82,278.82
1,05/22/11,04:04:06.51,421.95,2,270.22,270.22
1,05/22/11,04:04:10.64,556.78,2,264.16,264.16
2,05/22/11,04:29:49.71,437.69,2,330.47,330.47
2,05/22/11,04:42:45.85,347.19,2,240.67,240.67
2,05/22/11,05:15:24.79,423.99,2,316.34,316.34
1,05/22/11,05:24:09.49,539.60,2,302.07,302.07
1,05/22/11,06:08:00.97,490.73,2,280.55,280.55
1,05/22/11,06:14:27.81,426.05,2,324.28,324.28
1,05/22/11,06:19:02.16,398.47,2,251.86,251.86
1,05/22/11,06:37:25.22,512.27,2,285.92,285.92
1,05/22/11,07:03:44.96,553.55,2,252.17,252.17
1,05/22/11,07:11:37.39,489.58,2,266.70,266.70
2,05/22/11,07:19:00.30,384.40,2,267.25,267.25
1,05/22/11,07:27:11.27,434.27,2,359.52,359.52
2,05/22/11,07:35:58.75,449.80,2,272.53,272.53
1,05/22/11,07:43:48.61,421.91,2,277.69,277.69
2,05/22/11,07:55:30.26,445.28,2,275.41,275.41
1,05/22/11,07:55:41.83,492.83,2,271.68,271.68
1,05/22/11,07:59:45.01,436.64,2,285.79,285.79
1,05/22/11,08:00:15.00,396.81,2,337.95,337.95
2,05/22/11,08:13:52.30,384.94,2,290.41,290.41
1,05/22/11,08:17:29.43,380.74,2,262.76,262.76
2,05/22/11,08:18:10.11,514.79,2,297.61,297.61
1,05/22/11,08:32:53.47,438.69,2,265.09,265.09
2,05/22/11,08:33:52.20,513.23,2,277.20,277.20
2,05/22/11,08:37:37.69,444.87,2,280.33,280.33
2,05/22/11,08:43:40.54,520.96,2,296.49,296.49
2,05/22/11,08:43:44.65,538.94,2,267.88,267.88
2,05/22/11,08:43:46.74,534.28,2,339.58,339.58
2,05/22/11,08:46:57.83,497.69,2,256.90,256.90
2,05/22/11,08:49:38.18,411.35,2,430.46,430.46
1,05/22/11,08:53:53.26,456.37,4,1135.53,317.55,378.51,439.47
1,05/22/11,08:55:14.87,504.61,2,266.55,266.55
2,05/22/11,09:03:43.06,435.21,2,267.27,267.27
1,05/22/11,09:04:36.24,509.12,2,264.73,264.73
2,05/22/11,09:05:09.19,370.14,2,263.56,263.56
2,05/22/11,09:07:29.68,414.07,2,279.42,279.42
1,05/22/11,09:12:55.65,332.74,2,288.61,288.61
1,05/22/11,09:16:40.01,530.21,2,270.38,270.38
1,05/22/11,09:17:14.64,446.41,2,274.33,274.33
1,05/22/11,09:17:17.75,433.71,2,261.80,261.80
2,05/22/11,09:17:18.32,303.62,2,251.22,251.22
2,05/22/11,09:17:35.04,467.13,2,360.40,360.40
1,05/22/11,09:17:45.72,488.22,2,152.12,152.12
2,05/22/11,09:18:35.11,403.15,2,345.73,345.73
1,05/22/11,09:20:35.19,445.41,2,302.89,302.89
1,05/22/11,09:21:12.53,397.64,2,337.47,337.47
2,05/22/11,09:23:21.86,528.43,2,277.75,277.75
2,05/22/11,09:23:29.68,422.80,2,402.81,402.81
1,05/22/11,09:28:48.23,425.26,2,302.41,302.41
2,05/22/11,09:30:06.40,412.24,2,268.91,268.91
2,05/22/11,09:37:14.53,478.38,2,273.34,273.34
1,05/22/11,09:39:31.43,447.82,3,900.57,331.87,568.70
1,05/22/11,09:39:32.22,456.37,2,295.04,295.04
2,05/22/11,09:44:52.46,642.06,2,155.32,155.32
1,05/22/11,09:48:46.90,513.95,2,269.04,269.04
2,05/22/11,09:51:27.05,386.03,2,308.89,308.89
1,05/22/11,09:51:34.72,540.33,2,251.84,251.84
2,05/22/11,09:55:10.49,417.22,2,346.71,346.71
2,05/22/11,09:57:01.46,555.23,2,270.12,270.12
1,05/22/11,09:58:46.56,445.82,2,248.06,248.06
1,05/22/11,10:04:28.50,460.85,2,295.34,295.34
1,05/22/11,10:08:48.79,531.76,2,308.73,308.73
2,05/22/11,10:15:22.49,515.58,2,258.05,258.05
2,05/22/11,10:18:08.85,418.89,2,294.47,294.47
1,05/22/11,10:23:30.71,477.60,2,269.59,269.59
2,05/22/11,10:27:08.96,301.14,2,255.35,255.35
2,05/22/11,10:27:09.00,417.05,2,350.40,350.40
1,05/22/11,10:29:43.88,582.81,2,332.05,332.05
1,05/22/11,10:34:03.94,428.00,2,271.95,271.95
2,05/22/11,10:35:57.37,447.55,3,894.83,400.81,494.02
2,05/22/11,10:40:59.95,466.73,2,281.09,281.09
1,05/22/11,10:41:09.07,388.35,2,260.05,260.05
2,05/22/11,10:41:16.95,432.68,2,287.85,287.85
1,05/22/11,10:41:43.95,495.44,2,296.03,296.03
2,05/22/11,10:46:26.18,453.61,2,295.29,295.29
1,05/22/11,10:51:35.54,463.52,2,324.24,324.24
1,05/22/11,10:52:14.70,400.28,2,262.59,262.59
2,05/22/11,10:53:28.75,527.09,2,312.03,312.03
1,05/22/11,10:54:48.71,500.53,2,333.85,333.85
1,05/22/11,10:59:08.86,443.97,2,298.93,298.93
2,05/22/11,11:04:58.68,305.59,2,394.67,394.67
2,05/22/11,11:07:11.64,386.60,2,401.37,401.37
2,05/22/11,11:07:17.00,459.79,2,328.87,328.87
2,05/22/11,11:10:41.95,491.89,2,276.26,276.26
2,05/22/11,11:10:46.62,492.38,2,407.45,407.45
2,05/22/11,11:10:49.42,545.03,2,278.49,278.49
2,05/22/11,11:13:00.15,419.93,2,165.06,165.06
2,05/22/11,11:14:11.40,524.07,2,373.71,373.71
2,05/22/11,11:18:20.94,509.18,2,332.34,332.34
1,05/22/11,11:21:25.67,511.37,2,350.22,350.22
1,05/22/11,11:21:36.63,540.33,2,281.93,281.93
2,05/22/11,11:25:27.12,350.99,2,272.58,272.58
2,05/22/11,11:26:47.71,455.78,2,401.34,401.34
1,05/22/11,11:29:45.39,524.01,2,259.66,259.66
1,05/22/11,11:32:47.43,521.71,2,301.04,301.04
2,05/22/11,11:40:20.65,338.22,2,313.05,313.05
2,05/22/11,11:44:02.77,493.88,2,365.43,365.43
1,05/22/11,11:44:47.39,509.53,2,393.18,393.18
2,05/22/11,11:45:05.79,549.81,2,290.12,290.12
2,05/22/11,11:46:36.20,445.64,2,259.36,259.36
1,05/22/11,11:50:46.21,492.44,2,249.13,249.13
2,05/22/11,11:50:53.95,436.42,2,371.72,371.72
1,05/22/11,11:51:31.50,530.98,2,261.82,261.82
2,05/22/11,11:55:24.49,545.03,2,279.30,279.30
2,05/22/11,11:59:49.36,464.75,2,271.20,271.20
2,05/22/11,12:02:37.03,294.35,2,258.25,258.25
1,05/22/11,12:03:01.19,576.68,2,309.05,309.05
1,05/22/11,12:06:09.41,435.77,2,275.13,275.13
1,05/22/11,12:06:20.94,376.26,2,338.32,338.32
1,05/22/11,12:06:42.08,470.94,2,242.68,242.68
1,05/22/11,12:07:52.73,535.78,2,298.94,298.94
2,05/22/11,12:10:28.49,416.19,2,317.52,317.52
1,05/22/11,12:11:04.62,394.42,2,424.08,424.08
1,05/22/11,12:11:21.00,444.38,2,266.66,266.66
1,05/22/11,12:15:04.69,451.18,2,291.50,291.50
1,05/22/11,12:17:36.82,478.69,2,267.20,267.20
1,05/22/11,12:18:31.16,324.57,2,251.85,251.85
1,05/22/11,12:21:09.66,282.62,2,342.07,342.07
2,05/22/11,12:21:22.20,236.36,2,242.59,242.59
2,05/22/11,12:21:48.13,438.47,2,248.35,248.35
2,05/22/11,12:22:46.12,505.72,2,265.50,265.50
1,05/22/11,12:24:03.68,315.58,2,265.25,265.25
2,05/22/11,12:29:27.02,360.62,2,256.91,256.91
1,05/22/11,12:29:40.16,476.97,2,268.34,268.34
2,05/22/11,12:30:22.42,315.26,2,258.47,258.47
2,05/22/11,12:36:39.03,483.92,2,275.08,275.08
1,05/22/11,12:42:31.85,404.71,2,261.02,261.02
1,05/22/11,12:45:20.81,511.02,2,268.18,268.18
1,05/22/11,12:46:47.83,398.03,2,358.10,358.10
2,05/22/11,12:49:31.70,514.61,2,280.89,280.89
1,05/22/11,12:49:51.27,354.68,2,270.92,270.92
2,05/22/11,13:01:16.97,410.93,2,152.11,152.11
1,05/22/11,13:01:26.12,555.30,2,249.02,249.02
2,05/22/11,13:04:27.57,354.05,2,273.17,273.17
2,05/22/11,13:04:32.84,440.01,2,258.35,258.35
2,05/22/11,13:09:21.27,476.46,2,294.71,294.71
1,05/22/11,13:09:22.40,391.96,2,364.19,364.19
1,05/22/11,13:10:34.84,406.17,2,385.81,385.81
1,05/22/11,13:16:32.25,481.00,2,266.82,266.82
2,05/22/11,13:17:24.90,443.52,2,239.47,239.47
2,05/22/11,13:26:08.13,546.32,2,277.54,277.54
2,05/22/11,13:26:51.52,528.36,2,315.37,315.37
2,05/22/11,13:33:43.70,397.75,2,275.85,275.85
2,05/22/11,13:33:53.65,399.74,2,283.31,283.31
2,05/22/11,13:34:12.05,329.46,3,1041.64,389.22,652.42
2,05/22/11,13:36:49.88,432.26,2,269.51,269.51
2,05/22/11,13:54:06.95,431.45,2,346.08,346.08
1,05/22/11,13:54:09.89,534.67,2,362.45,362.45
1,05/22/11,13:55:22.57,509.06,2,287.27,287.27
1,05/22/11,13:59:44.75,322.35,2,313.03,313.03
1,05/22/11,14:04:24.05,548.71,2,264.57,264.57
2,05/22/11,14:04:31.60,541.26,2,266.57,266.57
1,05/22/11,14:05:36.07,504.73,3,848.13,365.54,482.60
2,05/22/11,14:06:11.05,494.88,2,170.71,170.71
1,05/22/11,14:10:19.31,536.17,2,322.03,322.03
1,05/22/11,14:11:56.73,559.48,2,253.23,253.23
2,05/22/11,14:17:15.27,436.60,2,313.28,313.28
2,05/22/11,14:17:30.99,277.02,2,269.10,269.10
2,05/22/11,14:17:31.38,439.01,2,295.04,295.04
1,05/22/11,14:17:48.38,448.19,2,304.73,304.73
2,05/22/11,14:17:53.28,505.43,2,311.89,311.89
2,05/22/11,14:18:31.22,439.40,2,288.02,288.02
1,05/22/11,14:20:07.98,136.18,2,269.72,269.72
1,05/22/11,14:20:07.94,148.21,2,252.91,252.91
1,05/22/11,14:24:55.55,435.34,2,299.02,299.02
2,05/22/11,14:26:59.74,483.81,2,273.82,273.82
2,05/22/11,14:29:07.65,597.48,2,269.20,269.20
2,05/22/11,14:35:04.85,426.92,2,249.92,249.92
2,05/22/11,14:36:57.71,605.40,2,303.59,303.59
2,05/22/11,14:38:24.54,350.48,2,270.42,270.42
2,05/22/11,14:44:19.27,428.50,2,276.24,276.24
2,05/22/11,14:52:00.86,374.24,2,256.51,256.51
2,05/22/11,14:53:45.42,459.35,2,291.91,291.91
1,05/22/11,14:54:18.48,360.53,2,252.52,252.52
2,05/22/11,14:55:22.00,417.02,2,261.47,261.47
1,05/22/11,14:57:01.62,467.57,2,371.23,371.23
2,05/22/11,15:01:22.30,450.67,2,281.55,281.55
1,05/22/11,15:05:03.10,515.70,2,364.00,364.00
2,05/22/11,15:09:18.52,352.71,2,368.45,368.45
2,05/22/11,15:10:08.19,491.39,2,331.92,331.92
2,05/22/11,15:10:32.30,553.97,2,258.46,258.46
1,05/22/11,15:11:58.06,418.29,2,272.30,272.30
1,05/22/11,15:15:24.80,321.03,2,269.57,269.57
2,05/22/11,15:19:22.32,402.23,2,359.18,359.18
2,05/22/11,15:20:35.05,444.87,2,264.00,264.00
2,05/22/11,15:26:48.43,402.75,2,377.55,377.55
1,05/22/11,15:29:42.19,451.37,2,364.37,364.37
1,05/22/11,15:30:56.93,456.37,2,295.04,295.04
1,05/22/11,15:30:56.94,137.59,3,275.13,19.65,255.48
1,05/22/11,15:30:57.70,456.37,2,295.04,295.04
2,05/22/11,15:33:23.57,468.82,2,266.84,266.84
1,05/22/11,15:34:12.22,457.53,2,292.26,292.26
2,05/22/11,15:36:03.92,421.46,2,339.66,339.66
2,05/22/11,15:38:12.60,339.71,2,312.01,312.01
2,05/22/11,15:48:34.80,476.35,2,269.93,269.93
2,05/22/11,15:54:06.98,439.01,2,295.04,295.04
2,05/22/11,15:54:07.03,181.39,3,236.46,211.64,24.83
1,05/22/11,15:57:15.98,429.55,2,276.65,276.65
2,05/22/11,16:07:29.48,525.45,2,330.39,330.39
1,05/22/11,16:08:21.07,477.91,3,871.63,391.22,480.40
1,05/22/11,16:16:58.13,538.48,2,148.38,148.38
2,05/22/11,16:20:38.88,447.32,2,266.95,266.95
1,05/22/11,16:20:50.48,308.53,2,262.40,262.40
2,05/22/11,16:26:41.46,455.26,2,310.36,310.36
2,05/22/11,16:27:11.29,428.04,2,316.18,316.18
2,05/22/11,16:29:41.82,487.19,2,275.14,275.14
2,05/22/11,16:32:18.33,406.06,2,263.40,263.40
2,05/22/11,16:34:02.51,536.11,2,293.52,293.52
2,05/22/11,16:36:03.29,457.96,2,276.51,276.51
2,05/22/11,16:37:57.47,525.58,2,302.41,302.41
1,05/22/11,16:39:20.19,424.85,2,394.68,394.68
2,05/22/11,16:45:41.52,548.30,2,311.31,311.31
2,05/22/11,16:51:16.55,387.56,2,290.17,290.17
2,05/22/11,16:52:43.06,456.11,2,257.19,257.19
1,05/22/11,16:57:23.20,290.94,2,280.09,280.09
1,05/22/11,16:58:04.14,502.07,2,308.57,308.57
2,05/22/11,17:06:24.82,473.73,2,282.82,282.82
1,05/22/11,17:09:47.33,573.37,2,270.10,270.10
2,05/22/11,17:12:04.21,496.11,2,309.48,309.48
2,05/22/11,17:12:42.73,398.25,2,281.81,281.81
2,05/22/11,17:14:32.67,409.70,2,334.29,334.29
2,05/22/11,17:16:15.91,407.46,2,274.99,274.99
1,05/22/11,17:16:31.73,545.30,2,323.01,323.01
1,05/22/11,17:24:45.58,354.70,2,245.38,245.38
2,05/22/11,17:28:51.26,468.92,2,270.36,270.36
2,05/22/11,17:39:58.66,436.90,2,283.25,283.25
1,05/22/11,17:41:56.84,517.28,2,252.71,252.71
1,05/22/11,17:43:12.34,528.75,2,311.48,311.48
2,05/22/11,17:48:59.24,465.44,2,294.99,294.99
2,05/22/11,17:50:54.98,440.98,2,306.14,306.14
1,05/22/11,17:53:48.42,287.72,2,274.32,274.32
1,05/22/11,17:55:57.04,406.48,2,275.53,275.53
1,05/22/11,17:59:57.72,389.42,2,206.17,206.17
1,05/22/11,18:04:46.87,376.62,2,281.77,281.77
2,05/22/11,18:06:48.77,335.30,2,275.26,275.26
2,05/22/11,18:08:26.54,474.35,2,277.45,277.45
2,05/22/11,18:12:22.12,489.64,2,332.61,332.61
2,05/22/11,18:19:52.78,376.62,2,250.91,250.91
2,05/22/11,18:24:11.52,526.90,2,397.23,397.23
1,05/22/11,18:26:50.44,553.20,2,260.68,260.68
2,05/22/11,18:32:46.21,501.84,2,260.23,260.23
1,05/22/11,18:33:55.13,446.96,2,269.20,269.20
2,05/22/11,18:36:01.09,155.25,2,280.95,280.95
2,05/22/11,18:36:01.28,439.01,2,295.04,295.04
2,05/22/11,18:36:01.33,184.59,3,214.10,149.57,64.52
2,05/22/11,18:36:01.80,439.01,2,295.04,295.04
1,05/22/11,18:48:20.21,500.53,2,278.43,278.43
2,05/22/11,18:48:49.87,486.27,2,288.08,288.08
2,05/22/11,18:52:07.05,424.81,2,317.10,317.10
1,05/22/11,18:56:48.88,389.59,2,258.90,258.90
2,05/22/11,19:00:13.41,574.34,2,357.00,357.00
2,05/22/11,19:05:57.72,545.57,2,265.48,265.48
2,05/22/11,19:11:39.09,433.19,2,353.16,353.16
1,05/22/11,19:24:38.12,568.98,2,275.43,275.43
1,05/22/11,19:45:28.15,491.78,2,141.40,141.40
1,05/22/11,19:47:55.17,491.83,2,254.76,254.76
2,05/22/11,19:51:29.53,562.85,2,270.78,270.78
1,05/22/11,19:53:54.35,478.17,2,286.54,286.54
2,05/22/11,19:57:55.49,439.01,2,233.96,233.96
2,05/22/11,20:00:36.17,516.00,2,253.69,253.69
2,05/22/11,20:05:57.73,487.68,2,315.27,315.27
2,05/22/11,20:18:50.25,517.89,2,274.12,274.12
2,05/22/11,20:20:11.07,442.45,2,270.01,270.01
1,05/22/11,20:20:44.05,427.33,2,324.05,324.05
1,05/22/11,20:31:05.20,417.57,2,302.93,302.93
1,05/22/11,20:31:41.76,501.10,2,442.75,442.75
1,05/22/11,20:33:25.89,444.15,2,318.43,318.43
2,05/22/11,20:38:00.52,458.35,2,289.90,289.90
2,05/22/11,20:39:26.76,335.35,2,287.38,287.38
1,05/22/11,21:10:02.35,294.61,2,358.17,358.17
2,05/22/11,21:16:54.11,409.13,2,281.76,281.76
1,05/22/11,21:35:42.78,264.98,2,281.90,281.90
2,05/22/11,21:39:42.51,431.15,2,289.35,289.35
1,05/22/11,21:42:04.67,311.57,2,280.54,280.54
1,05/22/11,21:47:48.36,349.70,2,270.65,270.65
2,05/22/11,21:48:53.29,583.12,2,267.07,267.07
1,05/23/11,02:38:10.48,602.49,2,324.91,324.91
1,05/23/11,03:05:42.52,460.94,2,366.00,366.00
1,05/23/11,03:06:39.61,546.45,2,401.96,401.96
1,05/23/11,03:09:40.29,498.31,2,394.45,394.45
1,05/23/11,03:16:57.32,650.82,2,278.98,278.98
2,05/23/11,03:33:15.29,382.63,2,241.29,241.29
1,05/23/11,03:35:06.51,456.37,2,295.04,295.04
1,05/23/11,03:35:06.53,157.49,3,271.60,19.64,251.95
1,05/23/11,03:36:47.07,529.19,2,266.21,266.21
1,05/23/11,03:58:23.12,514.79,2,431.64,431.64
1,05/23/11,04:03:01.32,580.26,2,262.86,262.86
1,05/23/11,04:08:31.59,511.85,2,261.70,261.70
2,05/23/11,04:12:56.60,265.80,2,528.78,528.78
1,05/23/11,04:20:20.86,460.56,2,253.73,253.73
1,05/23/11,04:35:01.64,649.37,2,273.78,273.78
1,05/23/11,04:36:35.31,540.40,2,276.49,276.49
1,05/23/11,04:58:41.78,443.79,2,276.45,276.45
1,05/23/11,05:12:50.15,375.36,2,332.32,332.32
1,05/23/11,05:13:02.42,510.36,2,259.38,259.38
1,05/23/11,05:13:13.55,535.85,2,242.90,242.90
2,05/23/11,05:15:53.53,407.08,2,272.37,272.37
2,05/23/11,05:17:46.49,424.36,2,329.98,329.98
1,05/23/11,05:18:03.47,487.19,2,294.26,294.26
1,05/23/11,05:24:38.54,567.80,2,300.81,300.81
1,05/23/11,05:34:33.29,540.60,2,255.34,255.34
1,05/23/11,05:35:02.12,365.12,2,283.07,283.07
1,05/23/11,05:35:23.58,512.21,2,369.30,369.30
1,05/23/11,05:35:25.31,457.63,2,256.91,256.91
1,05/23/11,05:38:12.49,403.26,2,218.24,218.24
1,05/23/11,05:42:07.76,520.16,2,274.93,274.93
1,05/23/11,05:44:26.35,533.63,2,259.17,259.17
1,05/23/11,05:47:05.49,520.16,2,368.75,368.75
1,05/23/11,05:47:41.45,438.34,2,321.40,321.40
1,05/23/11,05:48:16.96,495.33,2,348.33,348.33
1,05/23/11,06:01:38.72,434.27,2,263.74,263.74
2,05/23/11,06:04:59.60,412.20,2,373.33,373.33
1,05/23/11,06:07:25.43,456.37,2,295.04,295.04
1,05/23/11,06:07:25.41,292.67,3,652.14,46.14,606.01
1,05/23/11,06:07:29.47,337.31,2,277.17,277.17
1,05/23/11,06:11:13.76,473.17,2,248.48,248.48
1,05/23/11,06:16:10.30,472.05,2,302.70,302.70
1,05/23/11,06:16:12.82,511.43,2,259.41,259.41
1,05/23/11,06:20:17.51,557.84,2,356.65,356.65
1,05/23/11,06:20:52.92,482.85,2,311.64,311.64
2,05/23/11,06:24:23.19,397.31,2,283.05,283.05
2,05/23/11,06:27:22.71,367.69,2,288.79,288.79
1,05/23/11,06:28:49.07,244.56,2,279.95,279.95
1,05/23/11,06:38:57.44,386.37,3,1000.17,370.01,630.16
1,05/23/11,06:39:22.48,489.91,2,267.41,267.41
1,05/23/11,06:41:29.04,497.69,2,236.71,236.71
1,05/23/11,06:47:11.17,467.57,2,294.22,294.22
2,05/23/11,06:47:59.52,463.13,2,280.13,280.13
2,05/23/11,06:50:05.34,364.06,2,266.84,266.84
2,05/23/11,06:51:55.54,437.82,2,321.38,321.38
1,05/23/11,06:52:23.74,520.47,2,364.49,364.49
1,05/23/11,07:00:54.79,453.00,2,274.32,274.32
2,05/23/11,07:03:15.53,488.87,2,317.42,317.42
1,05/23/11,07:05:44.63,376.85,2,253.84,253.84
1,05/23/11,07:09:02.94,458.15,2,252.12,252.12
1,05/23/11,07:11:25.81,424.85,2,440.12,440.12
2,05/23/11,07:17:52.38,388.86,2,251.38,251.38
1,05/23/11,07:25:34.89,470.13,2,326.45,326.45
2,05/23/11,07:26:03.99,484.45,2,372.39,372.39
1,05/23/11,07:27:27.65,477.34,2,350.60,350.60
2,05/23/11,07:39:26.55,553.48,3,878.80,411.65,467.15
1,05/23/11,07:48:03.79,557.07,2,261.81,261.81
2,05/23/11,07:53:23.87,504.32,2,372.62,372.62
2,05/23/11,07:56:33.44,231.65,2,280.44,280.44
1,05/23/11,07:56:39.96,373.07,2,278.22,278.22
2,05/23/11,07:58:12.72,353.56,2,263.68,263.68
2,05/23/11,07:59:59.06,430.81,2,283.77,283.77
2,05/23/11,08:02:46.61,455.44,2,290.23,290.23
1,05/23/11,08:05:18.27,387.70,2,271.93,271.93
1,05/23/11,08:05:19.93,413.09,2,274.64,274.64
1,05/23/11,08:06:04.74,573.59,2,268.27,268.27
1,05/23/11,08:06:14.35,539.20,2,350.15,350.15
2,05/23/11,08:10:36.93,397.35,2,338.66,338.66
2,05/23/11,08:13:43.75,164.66,2,336.83,336.83
2,05/23/11,08:13:43.86,177.81,2,272.64,272.64
2,05/23/11,08:13:44.54,439.01,2,295.04,295.04
2,05/23/11,08:14:48.94,421.22,2,272.00,272.00
1,05/23/11,08:21:09.55,361.99,2,333.38,333.38
2,05/23/11,08:23:19.31,420.74,2,277.64,277.64
1,05/23/11,08:29:11.00,560.27,2,250.22,250.22
1,05/23/11,08:31:20.92,524.83,2,265.68,265.68
2,05/23/11,08:42:35.04,470.63,2,246.90,246.90
1,05/23/11,08:44:08.21,488.06,2,309.65,309.65
2,05/23/11,08:49:50.74,455.59,2,298.22,298.22
2,05/23/11,08:55:37.38,220.20,2,273.54,273.54
1,05/23/11,08:57:04.41,289.98,2,263.32,263.32
1,05/23/11,08:58:37.70,547.41,2,272.69,272.69
2,05/23/11,09:00:24.78,176.21,2,257.36,257.36
2,05/23/11,09:00:24.85,154.93,2,219.00,219.00
2,05/23/11,09:03:59.55,404.83,2,266.11,266.11
1,05/23/11,09:06:16.09,462.30,3,661.56,271.24,390.31
1,05/23/11,09:06:36.36,489.80,2,309.50,309.50
2,05/23/11,09:09:55.30,515.94,2,266.73,266.73
1,05/23/11,09:15:34.13,456.37,2,295.04,295.04
1,05/23/11,09:15:34.10,141.51,3,238.94,29.39,209.55
1,05/23/11,09:15:34.80,456.37,2,357.01,357.01
1,05/23/11,09:15:37.14,259.01,2,305.44,305.44
2,05/23/11,09:20:51.44,379.55,2,454.75,454.75
2,05/23/11,09:23:41.21,472.81,2,331.28,331.28
1,05/23/11,09:31:28.59,397.06,2,274.44,274.44
1,05/23/11,09:34:39.66,532.34,2,295.59,295.59
2,05/23/11,09:37:07.40,363.88,2,285.70,285.70
2,05/23/11,09:39:27.70,212.58,2,249.15,249.15
2,05/23/11,09:41:07.93,444.69,2,282.81,282.81
1,05/23/11,09:43:26.95,427.96,2,276.59,276.59
2,05/23/11,09:43:35.26,325.19,2,258.21,258.21
1,05/23/11,09:47:22.39,459.88,2,259.86,259.86
1,05/23/11,09:47:37.09,439.84,2,284.24,284.24
2,05/23/11,09:49:54.82,265.56,2,269.41,269.41
1,05/23/11,09:53:24.33,420.45,2,314.62,314.62
2,05/23/11,09:55:30.61,466.18,2,263.25,263.25
1,05/23/11,09:58:52.49,644.32,2,260.40,260.40
1,05/23/11,10:00:45.81,350.96,2,265.94,265.94
2,05/23/11,10:01:52.96,470.03,3,672.88,276.22,396.66
1,05/23/11,10:04:49.06,578.05,2,269.87,269.87
1,05/23/11,10:07:53.70,451.56,2,372.37,372.37
2,05/23/11,10:19:00.44,328.92,3,265.42,33.58,231.84
2,05/23/11,10:19:15.09,405.31,2,263.50,263.50
1,05/23/11,10:22:16.81,445.82,2,297.18,297.18
1,05/23/11,10:22:39.69,310.08,2,453.95,453.95
